WKT,RegistrationNumber,binomial,Year,Continent,Country,Certainty,redlist,ecology,duplicates,duplicates_year,Decade,Extent_km
"POINT (114.2787 -0.54)",AMNH_M-103986,Manis javanica,1935,Asia,Indonesia,100,CR,Arboreal,"1","0",1930,2658.79
"POINT (114.2787 -0.54)",AMNH_M-103985,Manis javanica,1935,Asia,Indonesia,100,CR,Arboreal,"1","1",1930,2658.79
"POINT (121.45 25.01667)",UMMZ_97618,Manis pentadactyla,1949,Asia,Taiwan,75,CR,Terrestrial,"0","0",1940,0.0046
"POINT (93 26)",UMMZ_31587,Manis pentadactyla,,Asia,India,75,CR,Terrestrial,"0","0",,0.36
"POINT (102.099999 21.683331)",FMNH_32513,Manis pentadactyla,1929,Asia,Laos,75,CR,Terrestrial,"0","0",1920,2.91
"POINT (102.099999 21.683331)",FMNH_32512,Manis pentadactyla,1929,Asia,Laos,75,CR,Terrestrial,"1","1",1920,2.91
"POINT (106.599999 16.616671)",FMNH_39284,Manis pentadactyla,1929,Asia,Laos,75,CR,Terrestrial,"0","0",1920,4.4
"POINT (121.53333 24.95)",CAS_16619,Manis pentadactyla,1960,Asia,Taiwan,75,CR,Terrestrial,"0","0",1960,4.498
"POINT (121.53333 24.95)",MSB_MSB:Mamm:13147,Manis pentadactyla,1960,Asia,Taiwan,75,CR,Terrestrial,"1","1",1960,4.498
"POINT (87.199997 27.299999)",FMNH_114387,Manis pentadactyla,1973,Asia,Nepal,75,CR,Terrestrial,"0","0",1970,4.82
"POINT (119.622147 23.559164)",MVZ_MVZ:Mamm:125554,Manis pentadactyla,1959,Asia,Taiwan,75,CR,Terrestrial,"0","0",1950,7.33
"POINT (91.76667 25.466669)",FMNH_75880,Manis pentadactyla,1953,Asia,India,75,CR,Terrestrial,"0","0",1950,19.85
"POINT (91.76667 25.466669)",FMNH_75879,Manis pentadactyla,1952,Asia,India,75,CR,Terrestrial,"1","0",1950,19.85
"POINT (91.76667 25.466669)",FMNH_75878,Manis pentadactyla,1952,Asia,India,75,CR,Terrestrial,"1","1",1950,19.85
"POINT (91.76667 25.466669)",FMNH_75877,Manis pentadactyla,1952,Asia,India,75,CR,Terrestrial,"1","1",1950,19.85
"POINT (91.76667 25.466669)",FMNH_75875,Manis pentadactyla,1953,Asia,India,75,CR,Terrestrial,"1","1",1950,19.85
"POINT (91.76667 25.466669)",FMNH_75874,Manis pentadactyla,1953,Asia,India,75,CR,Terrestrial,"1","1",1950,19.85
"POINT (91.76667 25.466669)",FMNH_84812,Manis pentadactyla,1954,Asia,India,75,CR,Terrestrial,"1","0",1950,19.85
"POINT (109.35 19.383333)",AMNH_M-59927,Manis pentadactyla,1923,Asia,China,75,CR,Terrestrial,"0","0",1920,33.32
"POINT (119.366669 25.716667)",FMNH_39384,Manis pentadactyla,1925,Asia,China,75,CR,Terrestrial,"0","0",1920,93.27
"POINT (118.166664 26.633333)",FMNH_39385,Manis pentadactyla,1921,Asia,China,75,CR,Terrestrial,"0","0",1920,132.9
"POINT (79.833333 7.466667)",RBINS_301B,Manis crassicaudata,1932,Asia,Sri Lanka,75,EN,Terrestrial,"0","0",1930,274.14
"POINT (78.92 20.66)",MHNG_MHNG-MAM-299.042,Manis pentadactyla,,Asia,India,75,CR,Terrestrial,"0","0",,1200
"POINT (78.92 20.66)",MHNG_MHNG-MAM-769.034,Manis pentadactyla,,Asia,India,75,CR,Terrestrial,"1","1",,1200
"POINT (78.92 20.66)",MHNG_MHNG-MAM-769.035,Manis pentadactyla,,Asia,India,75,CR,Terrestrial,"1","1",,1200
"POINT (93 26)",FMNH_75876,Manis pentadactyla,,Asia,India,75,CR,Terrestrial,"1","1",,1200
"POINT (79.616202 22.883478)",O_18153,Manis pentadactyla,,Asia,India,100,CR,Terrestrial,"1","1",,1688.15
"POINT (103.891767 36.519977)",LSUMZ_35002,Manis pentadactyla,1984,Asia,China,100,CR,Terrestrial,"1","0",1980,2824.1
"POINT (78.11667 17.63333)",ROM_2603230109,Manis crassicaudata,,Asia,India,50,EN,Terrestrial,"0","0",,1.09962
"POINT (103.84197 22.337791)",MCZ_38281,Manis pentadactyla,1939,Asia,Vietnam,100,CR,Terrestrial,"1","0",1930,31.27
"POINT (118.54047 27.922942)",O_18152,Manis pentadactyla,,Asia,China,50,CR,Terrestrial,"0","0",,46.63
"POINT (118.54047 27.922942)",O_18151,Manis pentadactyla,,Asia,China,50,CR,Terrestrial,"1","1",,46.63
"POINT (121.292493 24.993759)",CUMV_11091,Manis pentadactyla,1961,Asia,Taiwan,100,CR,Terrestrial,"0","0",1960,46.74
"POINT (103.464259 19.446683)",USNM_355454,Manis pentadactyla,1960,Asia,Laos,100,CR,Terrestrial,"0","0",1960,98.4
"POINT (121.601619 23.994239)",AMNH_M-184958,Manis pentadactyla,1960,Asia,Taiwan,100,CR,Terrestrial,"0","0",1960,106.2
"POINT (121.601619 23.994239)",AMNH_M-184959,Manis pentadactyla,1960,Asia,Taiwan,100,CR,Terrestrial,"1","1",1960,106.2
"POINT (88.774278 31.201632)",MNHN_MO-1868-1376,Manis pentadactyla,,Asia,China,100,CR,Terrestrial,"0","0",,1013.49
"POINT (102.108459 21.682033)",USNM_240481,Manis pentadactyla,,Asia,Vietnam,25,CR,Terrestrial,"0","0",,2.63
"POINT (106.731998 16.619479)",USNM_356431,Manis pentadactyla,1965,Asia,Vietnam,25,CR,Terrestrial,"0","0",1960,3.54
"POINT (109.566666 19.516666)",FMNH_39388,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,"0","0",1920,5.035
"POINT (109.566666 19.516666)",FMNH_39387,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,"1","1",1920,5.035
"POINT (109.566666 19.516666)",FMNH_39386,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,"1","1",1920,5.035
"POINT (109.550003 19.51667)",FMNH_146075,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,"0","0",1920,5.035
"POINT (109.546444 19.515351)",AMNH_M-200533,Manis pentadactyla,,Asia,China,50,CR,Terrestrial,"0","0",,5.035
"POINT (109.546444 19.515351)",AMNH_M-60017,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,"1","0",1920,5.035
"POINT (109.546444 19.515351)",AMNH_M-60015,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,"1","1",1920,5.035
"POINT (109.546444 19.515351)",AMNH_M-60016,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,"1","1",1920,5.035
"POINT (109.546444 19.515351)",AMNH_M-60008,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,"1","1",1920,5.035
"POINT (109.546444 19.515351)",AMNH_M-60010,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,"1","1",1920,5.035
"POINT (109.546444 19.515351)",AMNH_M-60019,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,"1","1",1920,5.035
"POINT (109.546444 19.515351)",AMNH_M-60018,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,"1","1",1920,5.035
"POINT (109.546444 19.515351)",AMNH_M-60022,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,"1","1",1920,5.035
"POINT (109.546444 19.515351)",AMNH_M-60013,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,"1","1",1920,5.035
"POINT (109.546444 19.515351)",AMNH_M-60011,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,"1","1",1920,5.035
"POINT (109.546444 19.515351)",AMNH_M-60012,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,"1","1",1920,5.035
"POINT (109.546444 19.515351)",AMNH_M-60009,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,"1","1",1920,5.035
"POINT (109.546444 19.515351)",AMNH_M-60006,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,"1","1",1920,5.035
"POINT (109.546444 19.515351)",AMNH_M-60014,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,"1","1",1920,5.035
"POINT (109.546444 19.515351)",AMNH_M-60004,Manis pentadactyla,1922,Asia,China,50,CR,Terrestrial,"1","0",1920,5.035
"POINT (109.546444 19.515351)",AMNH_M-60007,Manis pentadactyla,1923,Asia,China,50,CR,Terrestrial,"1","1",1920,5.035
"POINT (120.964353 23.995319)",WNMU_WNMU:Mamm:1241,Manis pentadactyla,1967,Asia,Taiwan,75,CR,Terrestrial,"0","0",1960,10.86
"POINT (120.964353 23.995319)",EMU_EMU M 250,Manis pentadactyla,,Asia,Taiwan,75,CR,Terrestrial,"1","0",,10.86
"POINT (120.964353 23.995319)",ISM_690311,Manis pentadactyla,1960,Asia,Taiwan,75,CR,Terrestrial,"1","0",1960,10.86
"POINT (120.95 23.96667)",KU_83579,Manis pentadactyla,1960,Asia,Taiwan,75,CR,Terrestrial,"0","0",1960,11.08
"POINT (106.71667 26.58333)",LACM_008227,Manis pentadactyla,1945,Asia,China,50,CR,Terrestrial,"0","0",1940,13.233
"POINT (121.564318 25.038025)",AMNH_M-173637,Manis pentadactyla,1956,Asia,Taiwan,50,CR,Terrestrial,"0","0",1950,31.35
"POINT (118.177043 26.644434)",AMNH_M-60173,Manis pentadactyla,1925,Asia,China,75,CR,Terrestrial,"0","0",1920,66.85
"POINT (119.296238 26.074915)",USNM_238735,Manis pentadactyla,1922,Asia,China,25,CR,Terrestrial,"0","0",1920,93.71
"POINT (118.432835 31.356902)",MCZ_19992,Manis pentadactyla,1922,Asia,China,75,CR,Terrestrial,"0","0",1920,96.65
"POINT (103.074267 21.971066)",FMNH_32697,Manis pentadactyla,1929,Asia,Vietnam,25,CR,Terrestrial,"0","0",1920,356.79
"POINT (121.070391 23.443976)",AMNH_M-115628,Manis pentadactyla,1956,Asia,Taiwan,100,CR,Terrestrial,"1","0",1950,212.06
"POINT (121.070391 23.443976)",LSUMZ_8916,Manis pentadactyla,1961,Asia,Taiwan,100,CR,Terrestrial,"1","0",1960,212.06
"POINT (121.070391 23.443976)",ROM_1406120003,Manis pentadactyla,,Asia,Taiwan,100,CR,Terrestrial,"1","1",,212.06
"POINT (121.070391 23.443976)",ROM_1406120004,Manis pentadactyla,,Asia,Taiwan,100,CR,Terrestrial,"1","1",,212.06
"POINT (121.070391 23.443976)",MVZ_MVZ:Mamm:174854,Manis pentadactyla,1818,Asia,Taiwan,100,CR,Terrestrial,"1","0",1810,212.06
"POINT (106.733375 -6.714878)",MZLU_L897/3277,Manis javanica,1897,Asia,Indonesia,75,CR,Arboreal,"0","0",1890,6.96
"POINT (98.892661 18.817837)",AMNH_M-167959,Manis pentadactyla,1901,Asia,Thailand,75,CR,Terrestrial,"0","0",1900,13.34
"POINT (98.487977 18.590332)",MCZ_35947,Manis pentadactyla,1937,Asia,Thailand,75,CR,Terrestrial,"0","0",1930,21.67
"POINT (98.487977 18.590332)",MCZ_35957,Manis pentadactyla,1937,Asia,Thailand,75,CR,Terrestrial,"1","1",1930,21.67
"POINT (104.5 16.58333)",UMMZ_114843,Manis pentadactyla,,Asia,Thailand,25,CR,Terrestrial,"0","0",,0.005
"POINT (121.654191 25.216845)",USNM_332898,Manis pentadactyla,1958,Asia,Taiwan,100,CR,Terrestrial,"0","0",1950,32.187
"POINT (121.654191 25.216845)",USNM_310829,Manis pentadactyla,1958,Asia,Taiwan,100,CR,Terrestrial,"1","1",1950,32.187
"POINT (108.155487 11.67615)",FMNH_46525,Manis pentadactyla,1937,Asia,Vietnam,75,CR,Terrestrial,"0","0",1930,40.234
"POINT (108.155487 11.67615)",FMNH_46524,Manis pentadactyla,1937,Asia,Vietnam,75,CR,Terrestrial,"1","1",1930,40.234
"POINT (120.908 23.827)",USNM_332899,Manis pentadactyla,1951,Asia,Taiwan,100,CR,Terrestrial,"0","0",1950,226.92
"POINT (120.908 23.827)",USNM_311292,Manis pentadactyla,1958,Asia,Taiwan,100,CR,Terrestrial,"1","0",1950,226.92
"POINT (120.908 23.827)",AMNH_M-185133,Manis pentadactyla,1959,Asia,Taiwan,100,CR,Terrestrial,"1","0",1950,226.92
"POINT (120.908 23.827)",AMNH_M-33947,Manis pentadactyla,1910,Asia,Taiwan,100,CR,Terrestrial,"1","0",1910,226.92
"POINT (120.908 23.827)",USNM_294178,Manis pentadactyla,1952,Asia,Taiwan,100,CR,Terrestrial,"1","0",1950,226.92
"POINT (120.908 23.827)",USNM_294179,Manis pentadactyla,1952,Asia,Taiwan,100,CR,Terrestrial,"1","1",1950,226.92
"POINT (120.908 23.827)",Royal Ontario Museum: ROM_0589,Manis pentadactyla,1967,Asia,Taiwan,100,CR,Terrestrial,"1","0",1960,226.92
"POINT (120.908 23.827)",USNM_308865,Manis pentadactyla,,Asia,Taiwan,100,CR,Terrestrial,"1","0",,226.92
"POINT (120.908 23.827)",USNM_308864,Manis pentadactyla,,Asia,Taiwan,100,CR,Terrestrial,"1","1",,226.92
"POINT (107.685 16.109)",FMNH_32511,Manis pentadactyla,1929,Asia,Vietnam,100,CR,Terrestrial,"1","0",1920,881.55
"POINT (103.891767 36.519977)",AMNH_M-60021,Manis pentadactyla,1923,Asia,China,100,CR,Terrestrial,"1","0",1920,3004.96
"POINT (103.891767 36.519977)",AMNH_M-60020,Manis pentadactyla,1923,Asia,China,100,CR,Terrestrial,"1","1",1920,3004.96
"POINT (103.891767 36.519977)",AMNH_M-60005,Manis pentadactyla,1923,Asia,China,100,CR,Terrestrial,"1","1",1920,3004.96
"POINT (103.891767 36.519977)",AMNH_M-57059,Manis pentadactyla,1921,Asia,China,100,CR,Terrestrial,"1","0",1920,3004.96
"POINT (103.891767 36.519977)",MNHN_MO-1962-61,Manis pentadactyla,,Asia,China,100,CR,Terrestrial,"1","1",,3004.96
"POINT (103.891767 36.519977)",MNHN_MO-1913-729,Manis pentadactyla,,Asia,China,100,CR,Terrestrial,"1","1",,3004.96
"POINT (103.891767 36.519977)",USNM_240168,Manis pentadactyla,1923,Asia,China,100,CR,Terrestrial,"1","1",1920,3004.96
"POINT (-4.13346 5.34087)",MHNG_MHNG-MAM-1497.041,Phataginus tetradactyla,,Africa,Ivory Coast,75,VU,Arboreal,"0","0",,1.36
"POINT (13.1833 3.9833)",MHNG_MHNG-MAM-912.042,Phataginus tetradactyla,1955,Africa,Cameroon,75,VU,Arboreal,"0","0",1950,1.76
"POINT (13.1833 3.9833)",MHNG_MHNG-MAM-912.043,Phataginus tetradactyla,1955,Africa,Cameroon,75,VU,Arboreal,"1","1",1950,1.76
"POINT (-4.9911 6.18782)",MHNG_MHNG-MAM-1494.074,Phataginus tetradactyla,,Africa,Ivory Coast,75,VU,Arboreal,"0","0",,7.21
"POINT (25.2 0.5)",RBINS_9259,Phataginus tetradactyla,,Africa,Democratic Republic of the Congo,75,VU,Arboreal,"0","0",,1646.07
"POINT (25.2 0.5)",RBINS_9258,Phataginus tetradactyla,,Africa,Democratic Republic of the Congo,75,VU,Arboreal,"1","1",,1646.07
"POINT (25.2 0.5)",RBINS_9005,Phataginus tetradactyla,,Africa,Democratic Republic of the Congo,75,VU,Arboreal,"1","1",,1646.07
"POINT (29.05 1.35)",RBINS_7994,Phataginus tetradactyla,1946,Africa,Democratic Republic of the Congo,75,VU,Arboreal,"0","0",1940,1646.07
"POINT (25.933333 2.983333)",RBINS_6962,Phataginus tetradactyla,,Africa,Democratic Republic of the Congo,75,VU,Arboreal,"0","0",,1646.07
"POINT (25.933333 2.983333)",RBINS_13019,Phataginus tetradactyla,,Africa,Democratic Republic of the Congo,75,VU,Arboreal,"1","1",,1646.07
"POINT (-9.41 6.42)",MHNG_MHNG-MAM-619.026,Phataginus tetradactyla,,Africa,Liberia,100,VU,Arboreal,"0","0",,247.54
"POINT (-9.41 6.42)",MHNG_MHNG-MAM-619.029,Phataginus tetradactyla,,Africa,Liberia,100,VU,Arboreal,"1","1",,247.54
"POINT (12.857411 0.563356)",MNHN_MO-1990-48,Phataginus tetradactyla,1989,Africa,Gabon,25,VU,Arboreal,"0","0",1980,5.46
"POINT (-6.643722 4.757694)",MNHN_MO-1901-1135,Phataginus tetradactyla,,Africa,Ivory Coast,25,VU,Arboreal,"0","0",,7.62
"POINT (8.760523 -0.735116)",MNHN_MO-1958-193,Phataginus tetradactyla,1958,Africa,Gabon,25,VU,Arboreal,"0","0",1950,7.79
"POINT (8.760523 -0.735116)",MNHN_MO-1958-194,Phataginus tetradactyla,,Africa,Gabon,25,VU,Arboreal,"1","0",,7.79
"POINT (-5.950762 6.150745)",MNHN_MO-1962-1174,Phataginus tetradactyla,,Africa,Ivory Coast,50,VU,Arboreal,"0","0",,7.91
"POINT (-5.950762 6.150745)",MNHN_MO-1962-1173,Phataginus tetradactyla,,Africa,Ivory Coast,50,VU,Arboreal,"1","1",,7.91
"POINT (-1.241613 5.104267)",USNM_5142,Phataginus tetradactyla,,Africa,Ghana,25,VU,Arboreal,"0","0",,8.09
"POINT (18.557443 4.394229)",MNHN_2005-243,Phataginus tetradactyla,1957,Africa,Central African Republic,25,VU,Arboreal,"0","0",1950,9.9
"POINT (9.261005 -1.578237)",USNM_218835,Phataginus tetradactyla,1917,Africa,Gabon,75,VU,Arboreal,"0","0",1910,15.46
"POINT (-8.28102 6.603728)",AMNH_M-89399,Phataginus tetradactyla,1940,Africa,Ivory Coast,100,VU,Arboreal,"0","0",1940,0.258
"POINT (9.405145 -1.916371)",USNM_220402,Phataginus tetradactyla,1918,Africa,Gabon,100,VU,Arboreal,"0","0",1910,25.51
"POINT (12.34555 -4.217303)",MNHN_MO-1985-103,Phataginus tetradactyla,,Africa,Republic of the Congo,25,VU,Arboreal,"0","0",,35.65
"POINT (12.34555 -4.217303)",MNHN_MO-1985-102,Phataginus tetradactyla,,Africa,Republic of the Congo,25,VU,Arboreal,"1","1",,35.65
"POINT (-8.13 6.22)",USNM_481807,Phataginus tetradactyla,1971,Africa,Liberia,100,VU,Arboreal,"0","0",1970,25
"POINT (-8.13 6.22)",USNM_481805,Phataginus tetradactyla,1971,Africa,Liberia,100,VU,Arboreal,"1","1",1970,25
"POINT (-8.13 6.22)",USNM_481806,Phataginus tetradactyla,1971,Africa,Liberia,100,VU,Arboreal,"1","1",1970,25
"POINT (-1.207301 7.959848)",MNHN_MO-1872-140,Phataginus tetradactyla,,Africa,Ghana,100,VU,Arboreal,"0","0",,380.2
"POINT (-5.555619 7.631533)",MNHN_MO-1942-189,Phataginus tetradactyla,,Africa,Ivory Coast,100,VU,Arboreal,"0","0",,439.02
"POINT (-5.555619 7.631533)",MNHN_MO-1988-268,Phataginus tetradactyla,,Africa,Ivory Coast,100,VU,Arboreal,"1","1",,439.02
"POINT (20.482967 6.571232)",MNHN_MO-1962-60,Phataginus tetradactyla,,Africa,Central African Republic,100,VU,Arboreal,"0","0",,777.06
"POINT (20.482967 6.571232)",MNHN_MO-1985-101,Phataginus tetradactyla,,Africa,Central African Republic,100,VU,Arboreal,"1","1",,777.06
"POINT (9.91667 2.95)",UMMZ_38382,Phataginus tricuspis,,Africa,Cameroon,75,EN,Arboreal,"0","0",,0.0025
"POINT (10.53333 2.78333)",UMMZ_62835,Phataginus tricuspis,,Africa,Cameroon,75,EN,Arboreal,"0","0",,0.00705
"POINT (-1.77 6.08)",USNM_465927,Phataginus tricuspis,1969,Africa,Ghana,75,EN,Arboreal,"0","0",1960,0.109
"POINT (-1.77 6.08)",USNM_465928,Phataginus tricuspis,1969,Africa,Ghana,75,EN,Arboreal,"1","1",1960,0.109
"POINT (-1.8 8.07)",USNM_435022,Phataginus tricuspis,1968,Africa,Ghana,75,EN,Arboreal,"0","0",1960,0.309
"POINT (-4.15814 5.84606)",MHNG_MHNG-MAM-1736.019,Phataginus tricuspis,1953,Africa,Ivory Coast,75,EN,Arboreal,"0","0",1950,1.06
"POINT (-4.13346 5.34087)",MHNG_MHNG-MAM-1736.020,Phataginus tricuspis,1953,Africa,Ivory Coast,75,EN,Arboreal,"0","0",1950,1.36
"POINT (-0.2 5.7)",USNM_412726,Phataginus tricuspis,1967,Africa,Ghana,75,EN,Arboreal,"0","0",1960,1.86
"POINT (33.233333 0.45)",ROM_34406,Phataginus tricuspis,1965,Africa,Uganda,75,EN,Arboreal,"0","0",1960,1.96
"POINT (30.15 0.8)",LACM_053511,Phataginus tricuspis,1967,Africa,Uganda,75,EN,Arboreal,"0","0",1960,2.094
"POINT (30.15 0.8)",LACM_053513,Phataginus tricuspis,1967,Africa,Uganda,75,EN,Arboreal,"1","1",1960,2.094
"POINT (30.15 0.8)",LACM_053512,Phataginus tricuspis,1968,Africa,Uganda,75,EN,Arboreal,"1","0",1960,2.094
"POINT (-5.25 5.52)",USNM_465921,Phataginus tricuspis,1969,Africa,Ivory Coast,75,EN,Arboreal,"0","0",1960,2.16
"POINT (-5.25 5.52)",USNM_576120,Phataginus tricuspis,1969,Africa,Ivory Coast,75,EN,Arboreal,"1","1",1960,2.16
"POINT (20.3 3.33)",USNM_448340,Phataginus tricuspis,,Africa,Democratic Republic of the Congo,75,EN,Arboreal,"0","0",,3.27
"POINT (11.9 2.7833)",MHNG_MHNG-MAM-912.040,Phataginus tricuspis,1954,Africa,Cameroon,75,EN,Arboreal,"0","0",1950,3.56
"POINT (11.9 2.7833)",MHNG_MHNG-MAM-912.039,Phataginus tricuspis,1954,Africa,Cameroon,75,EN,Arboreal,"1","1",1950,3.56
"POINT (11.9833 2.9333)",MHNG_MHNG-MAM-912.038,Phataginus tricuspis,1953,Africa,Cameroon,75,EN,Arboreal,"0","0",1950,3.56
"POINT (11.95 3.0)",MHNG_MHNG-MAM-912.041,Phataginus tricuspis,1955,Africa,Cameroon,75,EN,Arboreal,"0","0",1950,3.56
"POINT (-10.346667 6.28)",MVZ_MVZ:Mamm:133085,Phataginus tricuspis,1946,Africa,Liberia,75,EN,Arboreal,"0","0",1940,4.993
"POINT (-7.3431 6.7381)",MHNG_MHNG-MAM-1736.021,Phataginus tricuspis,,Africa,Ivory Coast,75,EN,Arboreal,"0","0",,5.16
"POINT (-4.97 6.2)",USNM_465920,Phataginus tricuspis,1969,Africa,Ivory Coast,75,EN,Arboreal,"0","0",1960,7.21
"POINT (-4.97 6.2)",MNHN_MO-1995-3295,Phataginus tricuspis,,Africa,Ivory Coast,75,EN,Arboreal,"1","0",,7.21
"POINT (-4.97 6.2)",MNHN_MO-1993-4803,Phataginus tricuspis,,Africa,Ivory Coast,75,EN,Arboreal,"1","1",,7.21
"POINT (-4.97 6.2)",MNHN_MO-1993-216,Phataginus tricuspis,,Africa,Ivory Coast,75,EN,Arboreal,"1","1",,7.21
"POINT (-4.97 6.2)",MNHN_MO-1993-215,Phataginus tricuspis,1963,Africa,Ivory Coast,75,EN,Arboreal,"1","0",1960,7.21
"POINT (21.85 2.58)",USNM_537784,Phataginus tricuspis,1979,Africa,Democratic Republic of the Congo,75,EN,Arboreal,"0","0",1970,8
"POINT (21.85 2.58)",USNM_537783,Phataginus tricuspis,1979,Africa,Democratic Republic of the Congo,75,EN,Arboreal,"1","1",1970,8
"POINT (21.78519 2.57511)",MHNG_MHNG-MAM-1871.020,Phataginus tricuspis,1979,Africa,Democratic Republic of the Congo,75,EN,Arboreal,"0","0",1970,8
"POINT (-4.68 7.82)",USNM_465925,Phataginus tricuspis,1969,Africa,Ivory Coast,75,EN,Arboreal,"0","0",1960,10.12
"POINT (34.883 0.267)",LSUMZ_8688,Phataginus tricuspis,1961,Africa,Kenya,75,EN,Arboreal,"0","0",1960,14.07
"POINT (-3.07 5.28)",USNM_450072,Phataginus tricuspis,1969,Africa,Ivory Coast,75,EN,Arboreal,"0","0",1960,14.32
"POINT (-3.07 5.28)",USNM_450073,Phataginus tricuspis,1969,Africa,Ivory Coast,75,EN,Arboreal,"1","1",1960,14.32
"POINT (-9.0 5.6667)",YPM_YPM MAM 009956,Phataginus tricuspis,1958,Africa,Liberia,75,EN,Arboreal,"0","0",1950,20
"POINT (-9.0 5.6667)",YPM_YPM MAM 009957,Phataginus tricuspis,,Africa,Liberia,75,EN,Arboreal,"1","0",,20
